,0
1070,0.8971356686665376
1071,0.8329045837231057
1072,0.6660054102795311
1073,0.6181597081475476
1074,0.5431654676258992
1075,0.7371752165223184
1076,0.85478374836173
1077,0.7918745545260156
1078,0.9085635359116022
1079,0.4276963728080711
1080,0.5709523119292651
1081,0.7176551016920184
1082,0.7016517102354012
1083,0.7513273243610322
1084,0.5578136699112205
1085,0.6697653014265992
1086,0.674541910331384
1087,0.700894997602685
1088,0.5939743200889698
1089,0.7899677324728659
1090,0.8132239382239382
1091,0.6691168403730116
1092,0.6447763379456768
1093,0.6608446298227321
1094,0.7315101860053145
1095,0.6881433473122379
1096,0.616528588890398
1097,0.6187038988408852
1098,0.7099127763453837
1099,0.6942121735880786
1100,0.7696179727653262
1101,0.8310970037993556
1102,0.6753126194506635
1103,0.696278901734104
1104,0.6597765363128492
1105,0.6649299317283507
1106,0.5784869083585096
1107,0.621509051102686
1108,0.6472593893681872
1109,0.6033790833935307
1110,0.5972996079125026
1111,0.6618912080961417
1112,0.6841346277650452
1113,0.6887537296304796
1114,0.7164432968564285
1115,0.6707206324898948
1116,0.7359644344479783
1117,0.8207087465159932
1118,0.8541881123946776
1119,0.8418859434608237
1120,0.777872151105179
1121,0.7904563915997768
1122,0.7878444182318604
1123,0.7837009803921569
1124,0.7934704508712053
1125,0.7956010446386788
1126,0.8635462118207061
1127,0.8633186682891822
1128,0.8056144154798863
1129,0.828443143317654
1130,0.7858291084456536
1131,0.7699832931130499
1132,0.7458297934064112
1133,0.7598101714123814
1134,0.7947548761201898
1135,0.8603942455523831
1136,0.8878187488534214
1137,0.9042416038161541
1138,0.925791306981675
1139,0.952112227004623
1140,0.9402722740636584
1141,0.9473565076798707
1142,0.9502782562607659
1143,0.9518894451683698
1144,0.96464378077727
1145,0.9663188931730551
1146,0.9558620689655173
1147,0.9503738017703985
1148,0.8618495156566794
1149,0.8667799249663765
1150,0.8275997795796268
1151,0.8229156315214151
1152,0.8088157894736843
1153,0.652081362346263
1154,0.8415463143009957
